substance_name	allergic_patients_count	medications_count
Kalium Stibyltartaricum Dil. D6, Harpagophytum Procumbens Mother Tincture, Rhus Toxicodendron Dil. D6, Ledum D4 Dil.	0	1
Resmetirom	0	1
Thiamine Nitrate, Pyridoxine Hydrochloride	0	2
Acidum Lacticum D6, Scrofularia Nodosa D6, Naja Naja D12	0	1
Etoposide	0	43
Moxifloxacin Hydrochloride Ph. Eur.	0	3
Cefadroxil Monohydrate	0	13
Vitis Viniferae Folii Extractum Aquosum Siccum (4–6:1)	0	5
Aqueous Extract Of Gentian Root (0.2165 G), Ginger (0.133 G), Acorus Calamus Root (0.02 G), Pepper (0.004 G) And Wormwood (0,1665 G)	0	1
Glutathione	0	1
Pemetrexed	0	71
Sennae Folii Extractum Siccum Normatum	0	2
Colchicum Autumnale E Planta Tota Ferm 34c Dil. D2 (Hab, Vs. 34c), Chelidonium Majus E Floribus Ferm 34b Dil. D2 (Hab, Vs. 34b)	0	1
Diphenhydramine Hydrochloride	0	67
Liquid Extract (0,65:1) From A Mixture Of: Matricaria Flower, Oak Bark, Sage Leaf, Arnica Herb, Calamus Rhizome, Peppermint Herb, Thyme Herb (2:2:2...	0	2
Benzathine Benzylpenicillin Tetrahydrate	0	1
Insulin Human (Rdna)	0	62
Psychotria Ipecacuanha D3, Eupatorium Perfoliatum D3, Phosphorus D5, Bryonia D3, Aconitum Napellus D3, Eucalyptus Globulus D3, Gelsemium Sempervire...	0	1
Tamsulosin Hydrochloride, Solifenacin	0	1
Equisetum Arvense Ex Herba Ferm 35b Dil. D14 (Hab, Vs. 35b), Formica Rufa Ex Animale Toto Gl Dil. D6 (Hab, Vs. 41c), Lens Cristallina Bovis Gl Dil....	0	3
Metformin Hydrochloride, Saxagliptin	0	3
Camphor, Racemic, Methyl Salicylate	0	1
Valine, Alanine, Arginine, Histidine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Taurine, Threonine, Tyrosine, Glycine, Olive...	0	68
Ampicillin Benzathine, Ampicillin Sodium	0	1
Fusidic Acid, Triamcinolone Acetonide	0	1
Oxytetracycline Dihydrate	0	4
Citric Acid Monohydrate Bp	0	4
Dexamethasone Sodium Phosphate, Polymyxin B Sulfate, Trimethoprim	0	1
Lercanidipine Hydrochloride	0	130
Azathioprine Bp	0	2
Hydroxocobalamin Acetate	0	9
Povidone, Iodinated	0	100
Stearic Acid, Sodium Carbonate Anhydrous, Glycerol (86 Percent)	0	1
Echinacea Dil. D2, Hamamelis Virginiana Dil. D 2, Aconitum Napellus Dil. D3, Arnica Montana Dil D2, Mercurius Solubilis Hahnemanni Dil D8, Hepar Su...	0	1
Mefloquine Hydrochloride	0	4
Calcium Carbonicum D6	0	1
Secale Cereale	0	4
Triptorelin	0	30
Aluminium Hydroxide, Wall Pellitory	0	1
Flufenamic Acid, Hydroxyethyl Salicylate, Glycosaminoglycan Polysulfate	0	1
Nonivamide	0	2
Chlorphenamine Maleate, Dextromethorphan Hydrobromide, Pseudoephedrine Hydrochloride	0	1
Cyproheptadine	0	1
Ascorbic Acid, Iron	0	1
Hexyl Cinnamic Aldehyde	0	1
Pitolisant	0	2
Sodium Molybdate Dihydrate, Zinc Chloride, Copper Chloride, Ferrous Chloride, Potassium Iodide, Sodium Fluoride, Sodium Selenite Pentahydrate	0	1
Dry Extract From Purple Coneflower Root (6-7:1), Extraction Solvent: Ethanol 30% (V/V)	0	2
Magnesium Chloride Hexahydrate, Sodium Chloride, Sodium Hydroxide, Calcium Chloride Dihydrate, Glucose Monohydrate, Sodium Acetate Trihydrate, L-Ma...	0	1
Boric Acid, Phenol, Resorcinol	0	1
Rifamycin Sodium	0	8
Timothy Grass Pollen Extract	0	2
Aesculus Hippocastanum Dil. D 2, Collinsonia Canadensis Dil D 3, Hamamelis Virginiana Dil. D3	0	1
Extract Of Fresh Opium Poppy (1:2.2-2.7), Extraction Solvent: Ethanol 31.2 % (M/M)	0	1
Naproxen Sodium, Sumatriptan Succinate	0	6
Cetrimide, Lidocaine Hydrochloride	0	1
Zinc Undecylenate	0	1
Arnica Montana Dil. D 2, Rhus Toxicodendron Dil D2, Solanum Dulcamara Dil D2, Sulfur D6, Sanguinaria Canadensis Dil. D4	0	1
Copper Gluconate, Manganese Gluconate Dihydrate	0	1
Green Bean	0	6
Pheniramine Maleate, Phenylephrine Hydrochloride, Paracetamol	0	4
Simeticone, Magnesium Carbonate Heavy, Calcium Carbonate	0	3
Dobutamine Hydrochloride	0	19
Lithium Sulphate, Anhydrous	0	1
Betacarotene, D Alpha Tocoferil Acetate, Dry Hydroalcoholic Extract Of Vaccinium Myrtillus	0	1
Isopropyl Alcohol, Lactic Acid, Propanol	0	1
Quinine Bisulfate	0	4
Testis Suis D10, Testis Suis D200, Testis Suis D30	0	1
Acetylcysteine, Glutamic Acid, Glycine, N-Acetyltyrosine, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Chloride, Sodium Hydroxide, Ca...	0	2
Estriol	0	34
Midazolam	0	64
Carbo Vegetabilis Trit. D 3, Hepar Sulfuris Trit. D 6, Stibium Sulfuratum Nigrum Trit. D4, Belladonna Trit. D3, Bismutum Subnitricum Trit D2, Magne...	0	1
Vinblastine Sulfate, Famotidine	0	1
Antimonit Dil. D6 Aquos., Antimonit D10, Antimonit D20, Antimonit D30	0	1
Gentian Root, Absinthii Herba, Artemisia Vulgaris, Millefolii Herba	0	1
Paracetamol, Propyphenazone, Anhydrous Caffeine	0	1
Cloxacillin Sodium Monohydrate	0	4
Dicloxacillin	0	5
Levonorgestrel	0	104
Belantamab Mafodotin	0	1
Ibuprofen, Pseudoephedrine	0	1
Procyclidine	0	1
Sulfathiazole, Ephedrine Hydrochloride	0	1
Emtricitabine, Tenofovir Disoproxil, Cobicistat, Elvitegravir	0	1
Menthol, Methyl Salicylate, Cineole	0	1
Calcium Pantothenate	0	2
Urticae Folium	0	12
Aminosalicylate Sodium Dihydrate	0	1
Formic Acid	0	2
Omega-3 Fatty Acids	0	2
Cimicifuga Racemosa D4, Sanguinaria Canadensis D3, Spigelia Anthelmia D4, Gelsemium Sempervirens D3, Iris Versicolor D2	0	1
Delapril Hydrochloride, Manidipine Dihydrochloride	0	5
Lactose Monohydrate, Ezetimibe, Rosuvastatin Calcium	0	1
Atropa Belladonna Ex Herba Ferm 33a Dil. D2 (Hab, Vs. 33a), Nicotiana Tabacum E Foliis Ferm 33b Dil. D4 (Hab, Vs. 33b), Chamomilla Recutita E Radic...	0	2
Hydrastis Canadensis D4, Adrenalinum D6, Cinchona Pubescens D5, Calcarea Hypophosphorosa D3, Aloe D3, Packera Aurea D10, Gossypium D6, Chamomilla D...	0	1
Potassium Canrenoate	0	6
Solriamfetol	0	1
Dry Extract Of Passionflower Herb (Der 4 -6: 1), Extraction Solvent: Ethanol 70% V/V	0	10
Mannitol, Sodium Chloride	0	1
Budesonide, Micronised, Formoterol Fumarate Dihydrate Ph.Eur.	0	1
Sage Leaf Tincture (1:5)	0	1
Toripalimab	0	1
Allergen Extracts – Textiles	0	1
Ferrous Sulfate	0	10
Nettle Leaf Powder, Dry Extract Of Nettle Leaf (4-7:1), Extraction Solvent: Water	0	1
Chloramphenicol, Colistimethate Sodium, Rolitetracycline	0	1
Arteria Poplitea Bovis Gl Dil. D7 (Hab, Vs. 41c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Galenit Dil. D7, Nicotiana Tabacum E Foliis ...	0	1
Cumin	0	7
Helianthus Annuus L.	0	19
Phosphorus Dil. D10, Chionanthus Virginicus Dil. D2, Iberis Amara Dil. D6, Mandragora E Radice Siccata Spag. Peka Dil. D12, Cynara Scolymus Dil. D8...	0	1
Sodium Dihydrogen Phosphate Dihydrate, Magnesium Chloride Hexahydrate, Potassium Chloride, Sodium Acetate, Sodium Chloride, Glucose Monohydrate Ph....	0	1
Drospirenone, Ethinylestradiol Micronized	0	10
Lytta Vesicatoria Dil. D 4, Populus Tremuloides (Hab 34) Ø, Pulsatilla Pratensis D4, Serenoa Repens Ø	0	1
Betulae Folium, Sambuci Flos, Petroselinum Crispum Root, Fennel Fruit Bitter, Cortex Frangulae, Fucus, Sennae Folium, Sambucus Nigra Fruit, Liquori...	0	1
Kava-Kava Rhizoma	0	1
Retinol Palmitate, Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotinamide, Pantothenic Acid, Pyridoxine Hydrochloride, Alp...	0	1
Thiotepa	0	23
Acidum Phosphoricum Dil. D 1, Ferrum Metallicum Trit. D 2, Chininum Arsenicosum Trit D5, Manganum Aceticum Trit D5	0	1
Eucalyptus Oil Bp	0	1
Mucor Racemosus E Volumine Cellulae (Lyophil., Steril.) D3	0	2
Cefepime, Enmetazobactam	0	1
Warfarin Sodium Clathrate	0	4
Arctium Lappa E Radice W 5% (Hab, Vs. 12g Mit Raffiniertem Erdnussöl), Arnica Montana E Floribus W 5% (Hab, Vs. 12g Mit Raffiniertem Erdnussöl), Be...	0	1
Glycerol, Ipecacuanha Liquid Extract, Standardised	0	5
Penicillium Glabrum E Volumine Cellulae (Lyophil., Steril.) D4	0	1
Sepia Officinalis Dil. D 6, Calcium Carbonicum Hahnemanni D8, Conyza Canadensis D3, Cyclamen Purpurascens D4, Myristica Fragrans D6, Strychnos Igna...	0	1
Diphenhydramine Hydrochloride, Phenylephrine Hydrochloride, Paracetamol, Caffeine, Codeine Phosphate Hemihydrate	0	1
Liquid Extract From A Mixture (4.7:1) Of Matricaria Capitula And Ray Florets (Der 1:4.0-4.5), Extraction Solvents: Ethanol 96% (V/V), Purified Wate...	0	1
Benzocaine, Ethanol (96 Per Cent), Matricariae Flos, Sage Leaf (Salvia Officinalis), Agrimoniae Herba, Salicylic Acid, Rhizoma Tormentillae, Water,...	0	1
Interferon Alfa, Dimethyl Sulfoxide, Molgramostim, Epidermal Growth Factor, Deoxyribonucleic Acid, Interferon Gamma, Interleukin-1, Interleukin-2, ...	0	1
Pulsatilla D3, Lobelia Inflata D3, Belladonna D3, Ipeca D 4, Dactylopius Coccus D3, Veratrum Album D8, Thimus Vulgaris D3, Viola Odorata Mother Tin...	0	1
Taraxacum Officinale E Planta Tota Ferm 34c Dil. D2 (Hab, Vs. 34c), Chelidonium Majus E Floribus Ferm 34b Dil. D2 (Hab, Vs. 34b), Dryopteris Filix-...	0	1
1,3-Dibutyl-2-Thiourea	0	1
Equisetum Arvense, Petroselinum Crispum Convar. Crispum D1, Sepia Officinalis D6, Solanum Dulcamara D3	0	1
Methenamine Hippurate	0	10
Camphora D4, Eupatorium Perfoliatum D4, Aconitum Napellus D4, Baptisia Tinctoria D4, Bryonia D4, Causticum Hahnemanni D6, Ferrum Phosphoricum D8, E...	0	1
Valine, Alanine, Arginine, Isoleucine, Leucine, Methionine, Phenylalanine, Proline, Serine, Threonine, Aspartic Acid, Glutamic Acid, Glycine, Histi...	0	58
Amylmetacresol, Ascorbic Acid, 2,4 Dichlorobenzyl Alcohol	0	12
Galcanezumab	0	1
Paclitaxel Albumin-Bound	0	3
Citrus Medica Ssp. Limonum E Fructibus Ferm 33c Dil. D1 (Hab, Vs. 33c), Cydonia Oblonga E Fructibus Ferm 33b Dil. D1 (Hab, Vs. 33b)	0	1
Dexibuprofen	0	25
Levisticum Officinale E Radice W 5% (Hab, Vs. 12g Mit Nativem Olivenöl)	0	1
B/Phuket/3073/2013-Like Virus (B/Phuket/3073/2013, Wild Type), A/Victoria/2570/2019 (H1n1)pdm09-Like Strain (A/Victoria/2570/2019, Ivr-215), Influe...	0	2
Hydroxyzine Hydrochloride	0	46
Stimulon, Respiratory Syncytial Virus, Glycoprotein F, Recombinant, Stabilised In The Pre-Fusion Conformation, Adjuvanted With As01e, 3-O-Desacyl-4...	0	1
Echinacea Mother Tincture, Cinchona Pubescens D2	0	1
Melilotus Officinalis D8, Arnica Montana D6, Carbo Vegetabilis D10, Lachesis D10, Atropa Bella-Donna D6	0	1
Calcium Carbonicum Hahnemanni Dil. D 10, Cimicifuga Racemosa Dil. D 3, Phosphorus Dil. D4, Vitex Agnus-Castus, Pulsatilla Pratensis Dil. D2	0	1
Selegiline Hydrochloride	0	15
Trockenextrakt Aus Frischen Artischockenblättern 15-30:1, Auszugsmittel Wasser	0	1
Aluminium Phosphate Gel	0	3
Flunarizine	0	8
Norethisterone Bp	0	1
Chlorphenamine Maleate, Phenylephrine Hydrochloride, Ascorbic Acid, Paracetamol, Dextromethorphan Hydrobromide Monohydrate	0	1
D-Biotin	0	1
Ascorbic Acid, Potassium Hydrogen Carbonate	0	1
Histaminum Muriaticum 9ch, Allium Cepa C5, Ambrosia Artemisiaefolia C5, Euphrasia C5, Schoenocaulon Officinale C5, Solidago Virgaurea C5	0	2
Plantago	0	1
Sodium Phosphate Dibasic Heptahydrate	0	1
Dry Extract From St. John's Wort, Equivalent To 170-305 Mg Of St. John's Wort, Extraction Solvent: Ethanol 68% (V/V)	0	1
Magnesium Hydroxide, Aluminium Hydroxide	0	17
Bovine Aprotinin	0	1
Risedronate Sodium	0	153
Tincture From Fresh Arctostaphylos Uva-Ursi Herb (1:4), Extraction Solvent: Ethanol 43% M/M, Tincture From Fresh Echinacea Purpurea Herb (1:12), Ex...	0	2
Aesculus Hippocastanum L. Seed Dry Extract	0	2
Extractum Compositum (1:2) Ex: Valerianae Radice, Angelicae Radice, Melissae Herba, Lupuli Flore, Lavandulae Flore	0	2
Natrium Chloratum Dil. D12, Natrium Chloratum Dil. D200, Natrium Chloratum Dil. D30, Natrium Chloratum Dil. D8	0	1
Cetylpyridinium Chloride, Lysozyme Hydrochloride	0	6
Zincum Metallicum Dil. D6, Eschscholtzia Californica Ex Herba Flor. Rec. Ø (Hab, Vorschrift 3a), Passiflora Incarnata Mother Tincture, Humulus Lupu...	0	1
Arnica Montana E Floribus La 20% (Hab, Vs. 12c)	0	2
Cor Bovis Gl Dil. D5 (Hab, Vs. 41c), Hepar Bovis Gl Dil. D5 (Hab, Vs. 41a), Mesenchym Bovis Gl Dil. D5 (Hab, Vs. 41b), Quercus Robur/Petraea E Cort...	0	1
Guaifenesin, Ammonium Chloride, Codeine Phosphate Hemihydrate, Thyme Oil	0	1
Phenolphthalein	0	1
Simvastatin, Ezetimibe	0	125
Docusate Sodium, Sorbitol (E420)	0	3
Lomustine	0	4
Betamethasone Dipropionate, Betamethasone Sodium Phosphate	0	11
Ispaghula Husk	0	23
Rabies Virus (Inactivated) Strain Wistar (Pm/Wi 38-1503-3m)	0	3
Tetanus Toxoid, Algeldrate, N. Meningitidis Group C (Strain C11) Polysaccharide (De-O-Acetylated)	0	1
Acetylsalicylic Acid, Caffeine	0	27
Ethacridine Lactate, Albumin Tannate	0	1
Milk Thistle Fruit Dry Extract, Refined And Standardised (22-27:1), Corresponding To 140 Mg Silymarin, Calculated As Silibinin, Extraction Solvent:...	0	2
Carbon Dioxide, Hydrogen Carbonate	0	2
Violae Tricoloris Herba	0	1
Apis Mellifica C15, Rhus Toxicodendron C15, Lytta Vesicatoria C15, Daphne Mezereum C15	0	1
Ginger Root	0	1
Paraffin White Soft, Propylene Glycol, Sorbic Acid (Ph. Eur.), Cetostearyl Alcohol (Ph.Eur.)	0	1
Cobalt Gluconate, Zinc Gluconate, Nickel Gluconate	0	2
Difelikefalin	0	1
Lidocaine Hydrochloride Bp	0	2
Belladonna Leaf Dry Extract, Standardised, Papaverine Hydrochloride	0	1
Idarucizumab	0	1
Promethazine Hydrochloride, Caffeine, Ephedrine Sulfate	0	1
Sulfur Dil D4, Camphora Dil. D1	0	1
Enoximone	0	2
Mepivacaine Hydrochloride, Epinephrine	0	10
Calcium Sulfuratum D12	0	1
Valerian Dry Hydroalcoholic Extract (Der 3-6:1), Extraction Solvent: Ethanol 60% (V/V), Passion Flower Dry Extract (Der 4-7:1), Extraction Solvent:...	0	1
Amlodipine Besilate, Nebivolol Hydrochloride	0	5
Formoterol Fumarate Dihydrate Ph.Eur., Beclometasone Dipropionate Ph. Eur.	0	5
Onopordum Acanthium, Flos Rec., Ethanol. Digestio 1:3,1 Cum 1 % Hyoscyamus Ø, Primula Veris, Flos Rec., Ethanol. Digestio 1:3,1 Cum 1 % Hyoscyamus Ø	0	2
Cimicifuga Racemosa Mother Tincture, Platinum Metallicum Dil. D8, Lilium Lancifolium Dil. D2, Vitex Agnus-Castus Mother Tincture	0	1
Deoxyribonucleic Acid, Interleukin-1, Interleukin-2, Ribonucleic Acid, Specific Nucleic Acid Sna-Ebv, Specific Nucleic Acid Sna-Hla Ii	0	1
Lamivudine, Dolutegravir Sodium	0	1
Atropinum Sulfuricum Trit. D5, Hepar Sulfuris Trit. D3, Kalium Bichromicum Trit. D4, Silicea Trit. D2, Hydrargyrum Biiodatum Trit. D8	0	3
Hydrochlorothiazide, Irbesartan	0	118
Potassium Chloride, Sodium Acetate, Sodium Chloride, Calcium Chloride Dihydrate	0	2
Sorbitan Trioleate, Polysorbate 80, Sodium Citrate, Squalene, Citric Acid, Sars-Cov-2 Virus, Variant Lp.8.1, Spike Protein, Receptor Binding Domain...	0	1
Dry Extract Of Senna Pods (6-12:1), Extraction Solvent: Ethanol 60% (V/V)	0	1
Marshmallow Root, Liquorice Root	0	1
Bupivacaine Hydrochloride, Morphine Hydrochloride	0	1
Salicylic Acid, Betamethasone Dipropionate (Ph. Eur.)	0	1
Trandolapril	0	21
Allium Cepa Ferm 34a Dil. D3, Arnica Montana E Planta Tota Ferm 33c Dil. D3 (Hab, Vs. 33c), Stannum Metallicum Dil. D9, Symphytum Officinale E Radi...	0	1
Ferrum Oxydulatum Nigrum Trit. D4 (Hab, Vs. 6), Nontronit Trit. D4, Urtica Dioica E Planta Tota Ferm 33c Dil. D5 (Hab, Vs. 33c), Pimpinella Anisum ...	0	1
Nicotiana Tabacum Dil D6, Pyrogenium Nosode Dil. D15, Sulfur Dil. D200, Tuberculinum Pristinum Dil. D30, Acidum Formicicum Dil. D2, Vaccinotoxinum ...	0	1
Chlorhexidine Digluconate Solution, Chlorobutanol Hemihydrate	0	8
Articulatio Coxae Bovis Gl Dil. D5 (Hab, Vs. 41b)	0	1
Cuprum Arsenicosum D6	0	1
Helleborus Niger D4 Aquos.	0	1
Phytolacca Americana Dil. D4, Rhus Toxicodendron Dil. D6	0	2
Sodium Ferric Gluconate Complex, Calcium Folinate Pentahydrate	0	1
Dry Extract From Arctium Lappa Root, Equivalent To 90 Mg – 180 Mg Of Arctium Lappa Root, Extraction Solvent: Water, Dry Extract From Iris Versicolo...	0	3
Magaldrate Anhydrous	0	8
Biclotymol	0	6
Retinol Palmitate, Riboflavin Sodium Phosphate, Thiamine Hydrochloride, Ascorbic Acid, Biotin, Colecalciferol, Cyanocobalamin, Folic Acid, Nicotina...	0	1
Thyme	0	16
Acidum Silicicum Trit D5, Calcium Fluoratum Trit D5	0	1
Euphorbia Resinifera D4, Nitric Acid D4, Mahonia Aquifolium D1, Natrum Salicylicum D4, Rhus Toxicodendron D4, Daphne Mezereum D4, Arsenum Iodatum D...	0	1
Mycobacterium Phlei E Volumine Cellulae (Lyophil., Steril.) D6	0	1
Cefoxitin Sodium	0	13
Wholewheat Flour	0	5
Argentum Metallicum Dil. D19 Aquos., Arnica Montana E Planta Tota Ferm 33c Dil. D19 (Hab, Vs. 33c), Disci Intervertebrales Cervicales, Thoracici Et...	0	1
Colecalciferol, Calcium Citrate	0	1
Glyceryl Monooleate, Butylhydroxytoluene, Dl-Alpha-Tocopheryl Hydrogen Succinate, Paraffin Hard, Triglycerides, Medium Chain, Paraffin White Soft, ...	0	1
Pentosan Polysulfate	0	1
Serenoa Repens Dil. D4, Lytta Vesicatoria Dil. D 6, Digitalis Purpurea Dil. D4, Atropa Bella-Donna Dil. D6, Hydrargyrum Bichloratum Dil. D9, Chimap...	0	1
Diphtheria Toxoid, Tetanus Toxoid, Pertussis Toxoid, Pertussis Filamentous Haemagglutinin, Pertussis Pertactin, Aluminium Hydroxide	0	1
Liquid Extract From Hawthorn Fruit, Valerian Root, Hop Strobile And Passionflower Herb (36:36:18:10), Extraction Solvent: Ethanol 50% (V/V)	0	1
Benzoic Acid	0	1
Iodine Norcholesterol (131i)	0	3
Pulsatilla Pratensis Dil. D 10, Conium Maculatum Dil. D10, Cinchona Pubescens Dil. D10, Galium Aparine Dil. D8, Viscum Album Dil. D8, Hydrastis Can...	0	1
Tartarus Stibiatus Dil. D7 Aquos. (Hab, Vs. 5b), Pulmo Bovis Gl Dil. D16 (Hab, Vs. 41a)	0	1
2,5-Diaminotoluene	0	4
Ergocalciferol Bp, Nicotinamide Bp, Riboflavin Bp, All-Rac-Alpha-Tocopheryl Acetate Bp, Calcium Pantothenate Bp, Thiamine Nitrate Bp, Vitamin A Bp,...	0	1
Methoxyphenamine Hydrochloride, Guaifenesin, Sodium Citrate	0	1
Candida Albicans E Volumine Cellulae (Lyophil., Steril.) D5	0	1
Valsartan	0	157
Anamirta Cocculus D4, Conium Maculatum D3, Ambra Grisea D6, Petroleum Rectificatum D8	0	3
Ganciclovir Sodium	0	5
Pamidronic Acid	0	1
Clebopride Hydrogen Maleate, Simeticone	0	1
Dexpanthenol, Nicotinamide, Pyridoxine, Riboflavin, Thiamine	0	2
Levodopa, Anhydrous Carbidopa	0	3
Bacillus Subtilis E Volumine Cellulae (Lyophil., Steril.) D6	0	1
Hyoscyamus Niger Dil. D6, Dactylopius Coccus Dil. D4, Cuprum Aceticum Dil. D6, Drosera Dil. D4	0	1
Prednisolone Metasulfobenzoate Sodium	0	14
Strontium Ranelate	0	1
Echinacea Purpurea D4, Echinacea Purpurea D12, Echinacea Purpurea D6	0	1
Melissa Leaf, Passiflorae Herba, Menthae Piperitae Folium, Valerianae Radix Pulverata	0	2
Calcium Chloride	0	4
Tropicamide Ph. Eur.	0	2
Aluminium Potassium Sulfate, Calcium Oxide, Ichthammol, Sodium Perborate	0	1
Fluocortolone Pivalate, Lidocaine Hydrochloride	0	3
Nux Vomica D3, Peumus Boldus D1, Veronicastrum Virginicum D6, Mucuna Pruriens D6, Chelidonium Majus D2, Lycopodium Clavatum D3, Podophyllum Peltatu...	0	1
Chlorprothixene Hydrochloride	0	7
Dabigatran Etexilate Mesilate	0	59
Ketotifen	0	25
Asfotase Alfa	0	1
Hornbeam	0	1
Plantago Ovata Forsk (Seed), Ispaghula Husk	0	1
Sodium Pyrophosphate	0	1
Dry Extract From Valerian Root (Der 8-11:1), Extraction Solvent: Ethanol 60% (V/V)	0	1
Magnesium Oxide, Heavy	0	3
Brinzolamide	0	42
Rociverine	0	1
Tincture From Pressed Juice From Avena Sativa Herb, (Der 1:1.2) Extraction Solvent: Ethanol 51% V/V	0	1
Agalsidase Alfa	0	1
Factor Viii Inhibitor Bypassing Fraction	0	3
Natrium Sulfuricum D3, Natrum Phosphoricum D2, Ferrum Phosphoricum D2, Calcarea Carbonica Ostrearum D2, Calcarea Iodata D4, Calcarea Phosphorica D2...	0	1
Chamomilla Recutita Cupro Culta, Radix, Ethanol. Decoctum Dil. D2	0	1
Zoledronic Acid Monohydrate	0	95
Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Hab, Vs. 33c), Betula Pendula E Cortice, Decoctum Ø (Hab, Vs. 23a), Iris Bovis Gl Dil. D15 (Hab, Vs...	0	1
Corpus Vitreum Bovis Gl Dil. D7 (Hab, Vs. 41b), Lens Cristallina Bovis Gl Dil. D11 (Hab, Vs. 41b), Rosae Aetheroleum Dil. D7 (Hab, Vs. 5a, Lsg. D1 ...	0	1
Guajacum Dil D 3, Colchicum D4, Kalium Iodatum Dil. D4, Ferrum Phosphoricum Dil. D8, Filipendula Ulmaria Mother Tincture, Dulcamara Dil. D4, Rhus T...	0	1
Phentermine, Topiramate	0	2
Smilax Dil. D 4, Guajacum Dil. D6, Rhus Toxicodendron Dil. D12, Thuja Dil. D12, Bryonia Dil. D4, Ledum D4 Dil., Rhododendron Dil. D6	0	1
Dopamine Hydrochloride	0	32
Lorazepam Bp	0	2
Betamethasone Sodium Phosphate, Neomycin Sulfate	0	1
Ivy Leaf	0	1
Ramipril, Atorvastatin Hemicalcium 1.5 H2o, Acetylsalicylic Acid Ph. Eur.	0	1
Tetracosactide Acetate	0	2
Achillea Millefolium, Flos Sicc., Ethanol. Infusum 1:5, Capsella Bursa-Pastoris, Herba Sicc., Ethanol. Infusum 1:5, Majorana, Fructus Sicc., Ethano...	0	1
Ethanol (96 Per Cent), Propanol Ph. Eur.	0	2
Mint Oil, Partly Dementholised	0	5
Carglumic Acid	0	20
Viscum Album Abietis Ex Herba Recente Col. D30	0	1
Apis Mellifica Dil. D12, Phosphorus Dil. D8, Calcium Fluoratum Dil D8, Aurum Metallicum Dil. D10, Juniperus Communis Dil. D4, Ononis Spinosa Dil. D...	0	1
Ginkgo Bilobae Folii Extractum Siccum	0	2
Parietaria Judaica Pollen, Depigmented Polymerized Extract	0	1
Cochlearia Officinalis Ex Herba Ferm 33b Dil. D2 (Hab, Vs. 33b), Stibium Metallicum Dil. D5, Potentilla Erecta E Radice Ferm 34d Dil. D2 (Hab, Vs. ...	0	1
Dihydralazine Mesilate	0	2
Lidocaine Hydrochloride Monohydrate, Dequalinium Chloride, Cetylpyridinium Chloride Monohydrate	0	1
Belzutifan	0	1
Imidurea	0	1
Propolis Extract	0	2
Sulodexide	0	11
Eosine Disodium	0	2
Mercurialis Perennis Ferm 34c Dil. D3, Rosae Aetheroleum Dil. D7 (Hab, Vs. 5a, Lsg. D1 Mit Ethanol 94% (M/M))	0	1
Calcium, Glucose, Lactic Acid, Magnesium, Sodium, Chloride Ion	0	1
Valerian Root Tincture (1:4-5), Extraction Solvent: Ethanol 70% V/V, Convallaria Majalis Tincture (1:7-9), Extraction Solvent: Ethanol 70% (V/V), H...	0	1
Amlodipine, Hydrochlorothiazide, Irbesartan	0	1
Fosfomycin Trometamol	0	65
Orphenadrine Citrate	0	2
Cinchocaine Hydrochloride, Hydrocortisone	0	4
Dermatophagoides Pteronyssinus	0	50
Laronidase	0	1
Aurum Metallicum Dil. D9, Euspongia Officinalis Dil. D9 (Hab, Vs. 6), Saccharum Candidum Dil. D9 (Hab, Vs. 6), Sepia Officinalis E Volumine Bursae ...	0	1
Hydrocortisone Acetate Bp	0	1
Potassium Chloride, Sodium Chloride, Calcium Chloride Hexahydrate, Glucose	0	2
Soya Oil, Avocado Oil	0	1
Dry Extract Of Valerian Root (4-6.7:1), Extraction Solvent: Ethanol 70% (V/V), Dry Extract From Hop Strobile (4–8:1), Extraction Solvent: Ethanol 4...	0	5
Matricaria Recutita D20, Plantago Major D4, Podophyllum Peltatum D6, Matricaria Recutita D8	0	1
Butamirate Citrate	0	42
Samarium Sm-153 Lexidronam Pentasodium	0	1
Treosulfan	0	7
Almond	0	8
Ferrum Sidereum Dil. D11 Aquos., Quarz Dil. D11 Aquos., Phosphorus Dil. D5	0	2
Nifedipine, Lidocaine Hydrochloride	0	5
Chlorhexidine Dihydrochloride, Nystatin	0	2
Asciminib Hydrochloride	0	1
Cuprum Sulfuricum D4, Passiflora Incarnata D3, Atropinum D8, Ammonium Bromatum D4, Chamomilla D3, Gelsemium Sempervirens D4, Aconitum Napellus D4, ...	0	1
